99
8118	357	7878	2731	5222	5267	2559	6631	4463	6034	2575	8279	8974	1936	2336	4150	7382	6702	496	647	6392	4663	163	5053	9272	4573	2553	5273	2529	7993	1225	1367	3423	9354	5154	3464	5591	9142	4114	1662	6549	2697	8722	2548	2220	7243	1606	5746	4666	9262	9238	8799	4785	8442	4059	594	3296	643	4699	7393	3998	958	5624	7394	2474	5285	6889	3774	6098	7347	5966	6799	4404	8358	7467	4031	8648	7058	8846	526	7519	9443	528	2477	1361	1518	8073	7575	571	7202	5484	3531	9407	1413	2997	7565	9943	1630	6233	9962
8677	5508	6755	5113	1609	7159	9951	8276	5880	2829	2316	6643	8455	602	7699	2422	6029	397	3446	952	6102	248	4899	2226	4776	5678	3579	4406	6833	8574	6090	7840	3857	7156	2791	2216	971	7173	8875	9450	6031	4657	6408	2499	8718	2906	190	5017	3371	3649	4896	7936	7154	19	1992	6464	5175	3257	5963	8535	4170	3210	5085	6433	9761	4473	6039	1769	8444	6359	9079	4274	5994	6597	7593	5981	2839	4370	2618	7195	149	2287	9930	1281	6573	9386	1726	8604	1450	1063	1706	2251	5449	6986	4958	4487	5623	833	5059	2716
1978	7176	3810	4873	6873	5578	423	4987	6800	3215	2100	6568	5274	6981	8757	8228	7023	4248	8378	8297	1750	34	944	9953	7983	9293	853	7026	9350	5639	4571	6932	979	5366	4923	312	5854	5834	852	1195	2730	3855	7926	6356	3281	6627	1922	3688	7505	2546	5767	4946	6335	7280	8265	7980	2087	228	4796	8003	708	8801	2043	9015	9132	4292	7823	5247	7713	9744	9784	5304	1177	9334	8030	9920	2214	642	3169	3233	4660	5314	1974	1849	7522	9729	1526	1218	8959	1107	8327	8476	4809	6971	337	9513	5871	1111	6202	8740
324	9053	584	766	4058	5779	5601	301	7987	6053	2945	9076	2194	7199	8017	3367	7077	4661	8533	46	1501	9003	6115	5123	1801	2278	300	1327	7229	7991	87	3485	4139	8913	5670	3444	6518	3239	6529	4422	5825	8887	6075	9081	1105	1475	6539	242	3966	875	3246	2992	4801	4968	4108	7554	4848	293	6203	6817	393	3566	9257	7622	9291	7164	8754	3710	2047	8483	2113	8135	6413	5792	467	8978	5058	1652	9214	780	980	5732	298	6942	5521	5682	9038	7465	4180	1954	8867	8900	4430	3461	8357	6673	519	4249	2946	698
3417	6740	2333	2681	2191	4629	2242	767	8747	6543	6266	3240	514	4648	7094	314	4526	6076	2446	9657	2401	116	7407	8354	8410	8434	3342	7331	6749	4073	6692	3196	5727	5614	9212	333	5004	5532	262	1494	7576	2650	6994	8864	4283	9835	750	9134	2184	9120	4595	5555	8792	2504	3766	8315	6685	2165	2206	1430	3486	6584	1675	6972	9993	9582	2786	5480	4557	8246	8248	1946	7965	2692	4307	9520	1784	3581	8160	8588	7777	2062	8636	3730	874	6282	8968	8614	8076	2427	8964	6916	6106	7538	9296	8384	2740	1346	71	5042
2590	5151	5665	7140	7152	1958	7128	2587	1150	8565	3298	243	2	4555	359	2421	9649	3866	5634	6504	9720	2437	6151	2000	9071	466	6623	463	1933	5438	2445	7556	6772	9016	5144	1356	5311	5166	6284	7450	1611	7355	7267	5875	1389	2789	2995	6059	3989	5456	217	6369	4766	5845	881	6868	235	8688	7602	74	7292	926	4393	171	2296	2120	2798	7821	680	1570	4597	1191	5718	8004	9774	7708	176	7516	5028	8446	448	432	2521	2258	1312	3624	7762	4043	562	3339	5199	7561	3844	9055	2659	2595	4609	5931	2131	9435
7163	8945	1344	7855	569	6473	3882	5493	7271	8789	2859	447	5780	3545	7372	8943	1152	6388	2484	1786	6291	3226	4805	575	8108	542	7919	9640	8724	817	2886	5377	150	3306	9869	5944	5696	3254	4	2725	9897	3245	8828	8950	9481	4701	1248	8069	338	2470	3835	437	1607	1658	124	5770	8245	5051	424	3437	2331	6452	851	4528	9889	943	7348	3067	131	4194	6956	4202	1620	2950	3470	3721	9298	6319	1096	4625	1310	5098	8572	3479	7510	2208	8191	1422	2758	5237	9599	8916	8891	553	9039	2209	9737	740	7826	4101
1625	332	5002	1340	2317	8362	5946	2879	738	2101	173	62	9020	5108	8930	719	8232	7819	469	8577	8373	6311	8909	7810	7138	3007	644	4212	9232	4499	4401	5069	2915	3476	983	9278	3910	8107	5893	4764	9985	6279	756	6240	2900	4200	5561	7764	6035	6730	3277	608	7863	2562	8169	4213	3830	5674	1234	3308	9964	8273	3394	4116	9416	7857	7362	6797	9497	8684	5662	4649	4889	3114	697	2737	1219	714	1117	3958	8479	5452	7428	7193	7938	559	4295	1554	3789	8189	3728	4539	4189	8463	4408	9585	4254	6374	2402	1754
4045	3160	7564	2612	388	8452	2030	3628	2482	3527	5132	3944	3162	2478	5479	4395	8149	8956	7396	1740	2745	9673	6703	1324	1581	8	3749	9226	9453	9508	8506	1678	9637	323	9807	9094	7971	3271	4642	645	6197	1815	5866	1227	3426	1788	1122	2784	3355	4383	4990	274	4771	261	9447	2217	2167	8516	3359	9947	6352	8686	5827	98	6468	5160	5105	1648	2430	2677	1920	1002	3925	1069	6660	6855	5939	2309	2110	5161	7379	3957	6933	1492	3366	9610	6890	9793	9856	3726	8675	2483	774	4024	7604	4915	470	9150	837	4925
2713	2384	6850	3449	4391	5514	8664	225	5822	856	7517	3984	3752	1751	7750	674	1273	6946	232	5346	5600	2793	893	4988	1938	8438	6246	8369	5890	1102	8140	7343	9535	8337	2189	7443	9186	8116	2237	3708	8763	1186	8539	1692	8532	5117	1205	4106	362	4110	5323	2160	8779	3520	1605	1880	1808	2192	8098	9063	7843	2583	9908	5320	2036	6250	7888	4198	1394	4782	6019	7492	1926	1810	6999	7690	7928	1406	3168	2780	3041	2409	5233	905	8312	348	3542	1655	7340	8404	9810	4725	777	6816	1355	9341	2674	1379	704	9178
5218	8871	5421	5618	7988	6765	959	8814	1	6054	1818	7897	2337	4556	4219	4247	5088	184	2244	1514	6494	9516	9808	2288	8482	8060	5224	3411	6103	1442	7570	3497	7683	7603	6336	7638	1210	480	9480	9628	6700	4891	1990	2733	6111	5406	814	2566	6667	5187	1764	4910	2932	896	5489	1004	5516	7357	2818	1463	9004	8203	6153	7511	344	4407	6030	3089	860	5612	2882	5645	5411	4545	2379	7289	8810	3665	9363	9165	707	7406	8308	4379	1075	1031	8647	147	739	9385	7891	5698	6987	3960	9844	7845	3914	3646	1345	6333
4263	2927	2410	5353	297	422	9391	665	1217	7791	2942	4377	984	8432	4943	9683	609	3384	5258	4453	7630	4614	1572	3270	2066	1700	4737	530	6288	1985	3334	1319	6854	9652	5430	7912	3364	3512	3474	7141	760	9850	6443	1400	4872	2828	4262	39	7186	2080	7421	4287	3694	6483	9087	6294	1824	1780	2870	8884	6531	2903	5341	2306	4312	1325	3539	2305	1919	4608	9369	878	7224	185	5012	5360	1129	9581	6654	7773	5961	8944	6130	6227	8023	2091	6839	9797	7378	2715	2369	6148	1334	3648	7135	7143	4049	8609	6691	548
6017	4484	6386	2727	7573	2426	1058	6353	3459	5405	4489	2104	5774	5434	3216	6072	1460	6524	1915	7160	970	9504	2930	8534	9882	3653	902	4195	6313	744	7111	1465	3048	1332	394	9671	8835	7670	9699	5313	120	4632	7679	5833	862	7674	5266	8769	7994	3658	6207	6723	6337	2601	2241	5383	9182	9006	9626	8190	9258	3883	6502	8965	4268	2124	8844	3397	2591	6303	7662	9546	2862	9383	4290	5067	8002	7400	841	428	5528	3321	3756	5181	4617	1792	6629	4317	4335	3837	613	6801	6033	2820	5596	6051	8385	8741	5049	6193
9780	5879	864	1548	3028	3622	8549	4882	4966	7373	6280	7841	9786	4415	9651	2008	3570	5211	1714	21	1127	5078	7170	8852	7296	5892	9635	8815	6852	7317	4452	1995	1254	8969	1645	4125	9449	2330	4433	2395	7707	1668	1823	7363	6354	9352	9021	1742	1813	4833	1488	717	4052	6865	7377	3396	1665	2295	106	3769	1079	4976	639	363	8467	4226	3429	7179	6747	8841	6296	5882	3755	6996	3058	7651	6961	9650	8915	1405	8451	2662	985	7567	6977	5737	6243	2916	1339	343	1641	4651	3398	1573	8396	5422	2345	9675	5334	6907
9479	9442	842	9597	5652	4338	2223	8761	6344	8876	6601	3088	1027	4601	3840	6964	1263	2119	7168	8323	7544	5807	4161	1894	5909	1796	5958	3386	8012	9145	245	5230	8349	4269	3905	9452	8579	3800	8613	2285	1408	7914	3813	8453	4772	6326	7545	6281	8141	4778	3962	7295	94	6264	8596	690	3729	2044	7239	502	9330	5289	8194	1544	4046	6913	1972	3099	231	6219	6653	6205	668	6292	9523	6312	7125	253	1842	9575	4516	2382	5462	2926	9891	4924	3267	7908	3553	7005	1184	4790	9052	732	22	6501	4825	6736	3360	7952
9131	7744	5975	3956	3119	3593	1854	7509	429	3500	5659	4842	745	3523	201	1085	1183	812	5125	2844	5358	693	716	5848	784	5740	7302	7790	8177	6714	9534	3691	9010	6490	6620	1038	6199	3092	3185	8870	2302	9937	6675	4190	1811	5527	8199	4839	3795	9805	8485	8594	7220	6307	2462	2141	4238	2054	5122	8888	9440	2148	6782	5044	5681	631	4759	2340	5711	3868	9144	4386	5330	9877	4019	1542	9590	5507	2643	4586	3166	9776	1510	8224	1632	512	7577	6117	5082	895	13	4119	1461	2371	5150	7182	3501	2572	181	5823
5343	1083	7537	8656	7859	1687	8601	1311	3847	4087	8697	2123	2776	7680	1338	2657	8389	8229	7860	2029	2607	5496	2813	5072	4091	2655	9973	3923	1551	9167	1482	9914	2827	825	2640	3600	748	6783	6325	7057	6000	4576	2016	8592	7887	8907	5801	7858	8335	6906	2475	9715	6277	4707	5512	7025	7669	3760	6235	3949	9461	8115	4710	3333	8063	3463	6669	509	1466	8693	9738	9455	5759	3528	3195	10	518	2103	1148	4695	8681	5429	7836	1716	3129	3496	1646	8201	811	3282	4672	5193	1998	9607	1034	6701	2325	2615	2531	6650
4477	8145	4810	6697	3954	9518	9174	5246	8540	2146	5831	2311	84	3436	9315	6038	9280	1550	5321	7216	6974	7015	8309	3936	9760	598	4933	5900	1237	9086	9482	4253	5805	1300	4828	2985	7710	6709	4071	5758	8480	4162	2685	8830	5813	222	334	2592	1072	7298	4690	4245	5172	8599	1282	5345	9795	4197	484	9939	2654	6129	6664	9668	4860	4369	8547	8568	4267	2070	5217	2518	90	7731	6268	1046	8184	3695	9217	108	8222	8567	3778	278	3421	4297	6457	5846	4662	6527	6158	9587	1137	5955	9524	4442	9275	4956	8316	6122
7610	1883	987	9032	7476	5460	8750	6613	3836	2604	8679	9712	8429	7281	9611	2516	7862	8748	9514	2700	2370	8257	567	5598	5745	5413	6231	6581	2593	5791	4405	8699	2806	6611	5	6793	1200	4574	1326	1932	7558	4014	3947	9885	4548	6626	3022	7838	8955	4804	8311	4901	2724	4313	1109	2154	9248	7794	4414	2691	3414	5566	9992	1829	4855	1008	5694	7236	2121	8645	7676	6220	4981	1316	4336	8001	7391	6081	9044	1820	41	3993	3455	7578	7441	2931	2884	8615	9682	508	4306	8035	7555	4396	4540	4724	281	9274	3392	2799
4187	7727	8298	2304	4322	6861	4523	1758	3472	4934	102	9639	1989	5877	2314	7032	468	7874	349	473	5515	8128	8860	9286	2726	2777	848	1848	9701	5386	5920	6877	3609	9414	9752	3759	1342	4332	5454	6469	3304	6104	1595	6139	9065	1686	2933	9091	8015	2597	9287	5433	7624	2902	9279	8086	3860	2582	5472	7902	4144	7071	892	8704	6683	3084	2386	7466	374	7110	4962	8561	9403	6097	2667	1307	972	651	6084	1529	3203	4786	4686	2620	6819	4468	8717	7260	4018	5295	4255	7549	2687	6092	5278	5785	4078	6768	5547	5685
6223	1590	3101	2977	8263	882	1086	1417	5416	4970	4431	9139	491	1444	4645	3928	67	2161	8819	5597	8425	7801	9213	5201	5717	7925	12	8092	2496	2764	2211	8406	4417	535	2736	8650	8280	6458	1835	1905	1695	2688	810	1121	6711	221	3197	4403	5102	2707	9859	2774	8197	1924	6254	5262	4375	5809	6757	3096	5418	8153	7166	4113	3010	3985	7562	7982	2834	8954	1431	8254	1540	9542	694	264	9819	8999	4591	327	443	9196	6670	8877	1269	7321	8186	2842	1176	9294	6559	5322	4182	9397	9247	9392	1775	8845	2375	9799
5572	2636	169	3025	5794	7652	7370	5025	2996	950	527	3070	4940	9692	6652	6330	8662	2083	1785	7184	4998	7448	6061	9522	2672	7087	2944	3652	2117	9845	7890	1636	662	2365	7268	9193	899	5450	9347	2222	4032	7303	821	7266	1303	6036	8661	8416	5705	8061	9677	2552	6830	7746	5286	978	9909	7234	2322	3231	4121	100	1656	1429	9977	9935	546	6804	6218	9570	367	8304	1533	326	8785	8138	6590	649	4284	5990	736	8449	6340	8180	6221	9716	8762	1844	2825	5445	4172	3510	7308	183	5466	3465	549	3509	6267	1712
1204	4969	6829	3026	9794	4314	7314	7307	2770	9054	883	5083	9122	3722	8117	7856	7197	4536	7814	2447	2539	4861	35	1335	2534	1916	342	1903	2303	5378	6023	1391	3213	7252	5647	2034	4057	1682	414	6514	29	8557	3764	4002	1403	9971	2525	387	5911	5933	6260	1433	9554	9412	37	9880	1484	7375	9147	1378	1861	5055	9598	2245	3569	919	5015	3736	5610	3487	7350	957	2998	2112	7147	3083	9439	2811	3445	7353	7706	4744	9041	3926	117	5073	4798	4026	8586	4112	2053	6944	8643	2664	6309	6201	2210	4303	6451	9476
6595	8694	2869	8062	7820	1876	9936	5573	5505	7529	2760	4975	1840	4142	9700	9495	2613	5938	4273	7287	7431	4003	5686	3963	564	1029	9233	9631	1459	2970	8380	8966	3846	1727	9589	3525	8386	4156	581	4308	7500	8359	9569	8102	7705	9036	2854	6120	3064	6460	8447	9888	4745	6676	8962	8527	9661	920	922	6327	490	1681	3319	5481	7916	9366	7187	8894	5163	8756	5926	2865	1503	8080	3079	4791	4761	9809	8893	238	7923	2908	9249	1065	4062	9027	749	7429	6387	5439	3992	4845	5676	6821	3934	7829	7995	5197	4352	5948
1951	6743	7392	3758	637	6375	9489	3391	6362	8737	7732	3202	6298	8775	3220	4702	8537	4316	1188	616	5442	4647	346	2032	1104	5256	6857	3320	5461	6079	3085	5498	156	6770	1077	3112	9019	3403	6904	3439	3293	5157	3228	2261	6534	1772	5663	8899	8859	7755	7535	1971	8625	191	3252	5299	6632	8786	7190	6466	7387	4259	489	9730	3363	3717	9654	4310	666	3930	1834	3408	9865	1035	1600	5390	2598	1194	4327	3345	6715	539	4459	2767	2364	4355	5891	4612	7339	5482	7850	5865	3797	9418	1799	2682	8511	5806	9268	3198
8923	9710	4893	478	8674	7174	1865	1871	5751	2649	6938	1783	5257	2909	579	1490	4234	9239	5035	8938	6560	9303	8701	7075	8538	6512	2538	4568	2958	1115	7757	2153	6470	5141	6156	9121	6449	4413	557	4847	7663	1814	8816	4652	6532	5747	4192	7684	481	4806	7906	2495	9696	8593	9965	96	718	8927	7311	260	205	4875	9757	969	195	2771	272	6513	3777	5196	2178	9540	8566	3767	5351	6410	498	5605	2543	9987	7486	4953	9756	9708	5916	2434	6544	6497	5551	7052	5768	8299	4224	5133	1435	506	3290	7188	8022	8707
8666	416	6789	8146	1693	2508	6661	3310	7621	4298	6222	1472	8167	1383	2099	9573	8631	4763	3179	6530	8498	8934	7828	4781	5037	929	3911	7003	733	6349	3016	3027	4205	9197	6242	1577	3651	1180	7640	8847	3540	2297	8720	3919	9664	8980	790	8166	2362	7183	7494	5993	4952	15	2576	2315	1838	7742	1198	1039	4475	5635	7047	8271	7346	9486	7548	9655	5529	8571	2605	1280	5245	3687	3073	9244	249	6183	8611	4140	8794	8187	1831	2500	2560	7356	8727	8472	4840	9998	1547	1685	5502	818	5427	6535	996	7738	5702	2323
418	4485	5276	6211	8602	7445	9872	1644	3418	134	3410	1906	3491	6024	5319	7093	442	3249	1798	1803	9228	7752	8991	9802	9423	4544	8270	3318	36	5494	9444	3264	2877	92	3385	4799	10000	7031	9118	5075	2808	5034	3685	4789	8644	1419	2787	5874	8796	6795	197	1929	4623	6939	4230	5878	76	9831	6297	5949	5790	7758	4470	7109	138	4136	122	1464	9796	7955	8179	4111	2149	2257	762	3577	151	2795	7632	3856	1351	986	5905	8984	215	178	4613	894	2848	737	6346	2686	6245	9726	9405	8988	5999	761	5971	802
9043	1211	3349	210	630	687	911	5735	6582	6812	7657	8700	3543	7636	3011	4927	1999	8600	8709	9979	7446	4382	8381	6426	5118	6482	1189	7259	6808	3443	7062	2457	7512	954	280	1624	3006	1449	8310	4658	928	7124	5766	9068	3557	3127	2455	6087	6209	8214	8223	256	1230	1948	910	3564	2581	9029	8067	3030	354	3200	2522	3865	2720	9070	401	4117	7786	1134	5204	7404	6671	143	6867	4157	286	8758	3248	2665	1088	6625	8370	5922	1350	7436	9674	9906	615	5269	5089	8639	2469	6526	2841	2773	154	7139	2159	9529
8188	8989	8895	3237	861	4803	1336	2468	8580	2450	9564	3287	1741	7811	1918	4506	3826	2744	3003	152	1284	8013	1060	6432	8052	731	8712	5287	1674	5668	778	9357	7416	7802	6690	9093	700	7881	6057	6321	4683	6951	8296	503	207	7366	2600	5793	2020	9926	3428	6607	9313	1061	9921	4350	407	8963	1053	9866	2555	2969	1396	3229	9102	8917	9190	6169	9765	4158	1881	3938	6196	251	2579	9097	2385	9853	5513	5699	5293	4852	4559	3354	6230	9221	7834	4358	3279	8831	9026	8371	6898	2281	1147	3852	9445	3843	5894	6521
6500	4075	7722	1025	7080	5818	7242	9250	9782	8230	5653	4638	8745	1923	4063	7886	8627	2128	7627	7730	711	7247	1175	619	5324	9163	4426	8770	5565	1158	5071	9049	6052	1479	5326	3317	4399	1076	1659	1886	840	2541	5593	909	8952	5114	4736	8029	4009	8072	4607	6274	4611	599	8475	5396	9002	8957	826	6465	2544	4920	1653	8610	2880	4282	9709	7508	1014	8441	294	8218	4490	8044	1262	9648	1165	5558	8207	4741	6001	4774	799	9344	8305	4118	5362	5084	8317	3218	3684	9775	9264	6922	4706	68	8494	1574	3660	3054
38	1677	2275	8809	8009	4241	6776	3935	5942	3373	1738	583	5804	3770	77	2399	6167	6825	5739	537	5026	2092	7935	3176	7686	4846	2294	5424	9218	6417	5259	3261	787	2668	8112	3841	3266	6635	844	6546	8505	9576	9141	1026	8953	5315	8155	5853	9778	409	1856	5712	4281	4521	9458	4389	8151	2986	88	3623	1591	6487	2190	6112	7929	5860	2912	8405	9317	223	5101	3871	5340	8743	6836	6140	6899	4532	7148	6247	5731	6425	4102	9647	8906	6360	8085	3990	2913	8641	3533	8042	4880	4817	6477	5655	8390	2429	7930	4260
8551	7122	6322	3259	9192	3953	8759	445	964	5191	5186	7861	2888	4983	4743	5960	6339	7833	5888	858	2550	7917	9557	399	529	5522	1333	1585	6763	1094	6214	4364	9135	4179	8144	2461	618	4517	6168	4447	2743	7482	7050	4074	9596	9997	7214	4419	9220	4570	4986	7447	2023	7688	1133	9024	1294	7778	7475	5023	5302	7956	5940	601	3720	3617	2350	172	3430	8767	1270	9415	2404	3347	7595	9496	3742	8088	752	193	4992	2830	3952	3014	198	464	7192	4773	4380	3183	6085	5337	2031	2705	2759	3544	7225	5898	5644	2535
5873	4711	5128	6496	6109	113	9533	989	1097	772	6149	3832	2270	7751	8435	4221	9333	1500	5158	3177	2343	2143	2812	2634	4328	5518	7951	8338	1275	1619	788	7040	1907	2943	2578	585	6384	611	3621	2990	227	9371	9108	724	4250	3608	4363	5952	8623	4093	4616	1816	5220	7489	6175	5959	1385	9867	7969	1364	1244	6137	4123	287	9224	5294	3292	2881	9902	7620	4275	1867	4214	2277	8726	5929	5683	7009	607	5210	3897	8170	4819	9273	6745	6373	5816	8939	7920	3331	1024	8652	758	8869	1106	1900	8136	3466	5559	6579
9578	2219	5409	3157	4543	6985	2723	6100	7484	5032	4525	4278	688	3558	7455	6716	695	9292	5687	1108	8332	1525	5812	3356	1621	1794	7146	1028	9328	9949	4522	2751	1502	4056	8414	3438	1875	7112	1006	8208	5170	4069	5972	6918	1594	8481	7177	7158	7244	3573	1113	3452	1314	9424	2229	7953	5332	2021	3042	3787	5288	5350	444	6596	8993	9952	6612	7933	3631	9125	3745	20	9818	3549	6385	1213	1567	475	5301	3808	9917	1212	1763	8443	1101	5626	9544	820	7384	8706	6032	7269	9954	2835	2387	339	9000	3286	6450	1247
1651	9343	3590	7114	6323	8240	6633	8842	5951	4836	3390	2135	5011	3513	2329	2523	1057	572	9348	1392	850	103	7284	8716	6459	9277	4168	5821	4223	2301	3667	1901	6727	6989	1341	4333	2871	7095	2570	7462	5611	4792	6998	728	1694	7837	8752	8576	5329	5235	7637	577	1246	2966	5046	5469	5229	7491	2001	8518	9779	7349	128	3559	1851	3750	8958	9553	7081	7332	4385	8509	511	63	2823	2415	746	4086	5684	7415	4947	9466	8777	2015	5998	4547	1370	7675	8524	7704	206	4812	3113	1873	66	3666	6015	941	5641	1588
4146	5932	7959	2413	7797	6815	554	2109	8403	1299	3184	8638	8856	9112	9961	6334	7464	9460	3236	7264	1128	5956	5312	2009	7723	517	2420	6600	7309	3693	1879	713	4134	5625	3061	2887	1949	7000	8673	4289	7597	3450	3065	7231	3031	9090	257	7061	3699	1666	3607	9583	9594	1931	550	5284	7733	4593	3886	2132	8630	9231	6047	7992	4859	7579	5106	1846	1633	1304	1171	6510	3068	9884	2180	6069	1201	7911	5756	6132	3833	7584	6571	4066	8771	7401	867	9612	9687	1947	686	304	1506	3823	6897	1709	4371	5279	7019	3075
5263	2699	4982	1348	8361	9667	2683	5006	1445	3131	4293	4755	9320	6328	1067	9660	268	1491	3547	7072	8219	7319	5221	3576	2540	6668	6439	8719	2487	5725	6448	4301	558	9252	3506	1637	2140	23	935	4697	320	2467	1504	7261	2567	340	3140	5688	7337	3878	6324	7479	7768	1809	1642	4199	8178	3297	2071	9896	6160	8093	9243	7696	4010	9169	7352	8401	7136	9644	452	8902	4680	2857	9408	8606	2098	3817	9982	1806	17	925	6393	9023	5872	3715	1095	2094	1833	3555	4535	2788	7615	7265	9549	8285	5690	4467	2957	7842
